,Home_Points,Away_Points
,sum,sum
Home_Team,,
Arsenal,47,8
Aston Villa,32,17
Birmingham City,33,15
Blackburn Rovers,36,15
Bolton Wanderers,24,27
Burnley,26,26
Chelsea,52,4
Everton,39,12
Fulham,36,18
Hull City,24,27
Liverpool,42,12
Man. City,40,13
Man. Utd,49,7
Portsmouth,18,36
Stoke City,27,24
Sunderland,34,16
Tottenham Hotspur,44,11
West Ham,26,26
Wigan Athletic,25,25
Wolves,21,30
