,Home_Goals,Away_Goals
,sum,sum
Home_Team,,
Arsenal,37,11
Aston Villa,34,22
Birmingham City,30,23
Blackburn Rovers,26,19
Bolton Wanderers,23,18
Chelsea,36,13
Derby County,12,43
Everton,34,17
Fulham,22,31
Liverpool,43,13
Man. City,28,20
Man. Utd,47,7
Middlesbrough,27,23
Newcastle,25,26
Portsmouth,24,14
Reading,19,25
Sunderland,23,21
Tottenham Hotspur,46,34
West Ham,24,24
Wigan Athletic,21,17
