,Home_Goals,Away_Goals
,sum,sum
Home_Team,,
Arsenal,33,15
Aston Villa,26,19
Birmingham City,19,22
Blackburn Rovers,22,16
Blackpool,30,37
Bolton Wanderers,34,24
Chelsea,39,13
Everton,31,23
Fulham,30,23
Liverpool,37,14
Man. City,34,12
Man. Utd,49,12
Newcastle,41,27
Stoke City,31,18
Sunderland,25,27
Tottenham Hotspur,30,19
West Bromwich Albion,30,30
West Ham,24,31
Wigan Athletic,22,34
Wolves,30,30
