,Home_Goals,Away_Goals
,sum,sum
Home_Team,,
1860 München,17,17
Arminia Bielefeld,14,19
Braunschweig,21,15
FC St. Pauli,26,22
FSV Frankfurt,18,37
Fortuna Düsseldorf,18,22
Greuther Fürth,25,25
Heidenheim,23,24
Kaiserslautern,18,19
Karlsruher SC,23,14
MSV Duisburg,17,22
Nürnberg,33,18
Paderborn,13,28
RB Leipzig,33,17
SC Freiburg,47,20
Sandhausen,18,23
Union Berlin,32,20
VfL Bochum,31,19
