,Home_Points,Away_Points
,sum,sum
Home_Team,,
Almería,32,20
Athletic,29,20
Atlético,38,17
Barcelona,44,11
Deportivo,30,24
Espanyol,27,27
Getafe,28,22
Levante,19,34
Mallorca,33,18
Osasuna,28,25
Racing,36,18
Real Betis,25,28
Real Madrid,51,6
Real Murcia,22,31
Real Valladolid,27,21
Real Zaragoza,34,16
Recreativo,25,25
Sevilla,40,16
Valencia,24,30
Villarreal,41,11
