,Home_Goals,Away_Goals
,sum,sum
Home_Team,,
Alavés,25,17
Athletic,30,17
Atlético,37,18
Barcelona,52,23
CF Extremadura,17,22
Celta,46,15
Deportivo,33,15
Espanyol,27,14
Mallorca,30,8
R. Sociedad,32,17
Racing,22,23
Real Betis,23,26
Real Madrid,46,24
Real Oviedo,21,20
Real Valladolid,22,16
Real Zaragoza,35,21
Tenerife,25,29
UD Salamanca,22,25
Valencia,38,14
Villarreal,29,27
