,Home_Points,Away_Points
,sum,sum
Home_Team,,
Den Bosch,0,102
Emmen,102,0
Groningen,102,0
HFC Haarlem ,0,102
Heracles,0,102
PEC Zwolle,0,102
SC Telstar,0,102
TOP Oss,102,0
VVV Venlo,102,0
