,Round,Home_Goals,Away_Goals,Home_Points,Away_Points,Total_Home_Goals_So_Far,Total_Away_Goals_So_Far,Cumulative_Home_Goals,Cumulative_Away_Goals,Total_Home_Points_So_Far,Total_Away_Points_So_Far,Cumulative_Home_Points,Cumulative_Away_Points
277,26,1,1,1,1,20,12,360,287,24,13,433,304
278,26,0,1,0,3,11,16,360,288,17,23,433,307
279,26,2,0,3,0,17,9,362,288,23,9,436,307
280,26,0,0,1,1,12,9,362,288,21,17,437,308
281,26,1,0,3,0,13,14,363,288,19,6,440,308
282,26,1,2,0,3,10,13,364,290,16,21,440,311
283,26,1,0,3,0,17,14,365,290,22,18,443,311
284,26,1,1,1,1,13,21,366,291,8,11,444,312
285,26,1,1,1,1,19,8,367,292,27,19,445,313
286,27,3,0,3,0,14,8,370,292,25,5,448,313
287,27,2,1,3,0,21,9,372,293,30,10,451,313
288,27,3,4,0,3,17,20,375,297,16,12,451,316
289,27,2,2,1,1,17,17,377,299,21,10,452,317
