,Home_Points,Away_Points
,sum,sum
Home_Team,,
Avellino,41,17
Brescia,25,31
Carpi,25,31
Cesena,34,22
Cittadella,25,31
Crotone,37,19
Empoli,43,13
Juve Stabia,12,42
Latina,35,23
Modena,42,15
Novara,34,22
Padova,28,28
Palermo FC,42,15
Pescara,27,27
Reggina,18,39
SSC Bari,41,17
Siena,44,14
Spezia,34,22
Ternana Calcio,32,26
Trapani,30,27
Varese,30,27
Virtus Lanciano,33,21
