,Home_Goals,Away_Goals
,sum,sum
Home_Team,,
1860 München,21,19
Arminia Bielefeld,19,23
Dynamo Dresden,23,24
Energie Cottbus,22,30
Erzgebirge Aue,25,22
FC St. Pauli,18,23
FSV Frankfurt,23,22
Fortuna Düsseldorf,24,21
Greuther Fürth,29,16
Ingolstadt 04,19,20
Kaiserslautern,33,17
Karlsruher SC,31,19
Köln,30,8
Paderborn,30,16
Sandhausen,17,18
Union Berlin,26,20
VfL Bochum,16,24
VfR Aalen,21,16
